filename,gender,text,text_lenght,duration
cv-valid-train/sample-006104.mp3,female,but i was also stumbling because i couldnt look away from these things,70,5.664
cv-valid-train/sample-006341.mp3,female,the boy swore that every time he heard the alarm he would heed its message,74,5.856
cv-valid-train/sample-006355.mp3,female,after the long night i am happy to see that my phone still has a charge,71,5.088
cv-valid-train/sample-006637.mp3,female,it was no more exciting than an overturned carriage or a tree blown across the road,83,5.208
cv-valid-train/sample-006770.mp3,female,i avoid this entirely but i don't force the commands to be in a separate utterance,82,5.376
cv-valid-train/sample-006835.mp3,female,the boy could certainly resist causing that kind of anxiety for the baker,73,5.664
cv-valid-train/sample-006984.mp3,female,the boy felt a pang in his heart thinking about the merchant's daughter,71,5.112
cv-valid-train/sample-007211.mp3,female,the end of the cylinder was still as ogilvy and henderson had left it,69,5.256
cv-valid-train/sample-007374.mp3,female,don't forget that everything you deal with is only one thing and nothing else,77,5.664
cv-valid-train/sample-007407.mp3,female,the invaders carried the name everywhere the beautiful girl spoke of the invaders with pride,92,5.856
cv-valid-train/sample-007451.mp3,female,we miss you and miss having a friend like you and i am so happy that you two got to catch up,92,5.544
cv-valid-train/sample-007506.mp3,female,as the englishman left fatima arrived and filled her vessel with water,70,5.352
cv-valid-train/sample-007543.mp3,female,as the englishman left fatima arrived and filled her vessel with water,70,5.712
cv-valid-train/sample-007762.mp3,female,down below in the darkness were hundreds of people sleeping in peace,68,5.304
cv-valid-train/sample-008049.mp3,female,there were really i think two or three hundred people elbowing one another,74,5.208
cv-valid-train/sample-008143.mp3,female,the boy reminded the old man that he had said something about hidden treasure,77,5.304
cv-valid-train/sample-008282.mp3,female,and the names of the people involved were very difficult to pronounce,69,5.592
cv-valid-train/sample-008317.mp3,female,hundreds of observers saw the flame that night and the night after,66,5.784
cv-valid-train/sample-008512.mp3,female,down below in the darkness were hundreds of people sleeping in peace,68,4.992
cv-valid-train/sample-008579.mp3,female,and seizing the boy's bag the alchemist gave the gold coins to the chief,72,5.472
cv-valid-train/sample-008857.mp3,female,it spread through the planet's atmosphere and obscured its more familiar features,81,5.784
cv-valid-train/sample-008897.mp3,female,i know good crystal from bad and everything else there is to know about crystal,79,5.736
cv-valid-train/sample-008953.mp3,female,bitcoin mining can be done with graphic cards or with specialized hardware,74,5.64
cv-valid-train/sample-008966.mp3,female,what had been next to him five minutes ago was now at the other side,68,5.16
cv-valid-train/sample-009186.mp3,female,he stood irresolute for a moment and then scrambled out of the pit,66,5.424
cv-valid-train/sample-009251.mp3,female,there were really i think two or three hundred people elbowing one another,74,4.92
cv-valid-train/sample-009558.mp3,female,before this i always looked to the desert with longing said fatima,66,5.52
cv-valid-train/sample-009649.mp3,female,stuffed tomatoes with rice in the oven is a traditional greek dish,66,5.304
cv-valid-train/sample-009665.mp3,female,you're looking for witch doctors he spoke some verses from the koran and moved on,81,4.92
cv-valid-train/sample-009741.mp3,female,about three years ago i set up dragon naturally speaking on my home computer,76,5.4
cv-valid-train/sample-010078.mp3,female,he thought of the merchant's daughter and was sure that she had probably married,80,5.112
cv-valid-train/sample-010216.mp3,female,the level ground was blackened as far as one could see and it was still giving off smoke,88,5.736
cv-valid-train/sample-010728.mp3,female,you should see the other guy specifically how good at fighting he is,68,5.784
cv-valid-train/sample-010900.mp3,female,looking through the telescope i saw a circle of deep blue and the little round planet,85,5.376
cv-valid-train/sample-010961.mp3,female,he wants me to write down only things that i think about but not things i plan to do,84,5.544
cv-valid-train/sample-010997.mp3,female,he stood irresolute for a moment and then scrambled out of the pit,66,4.944
cv-valid-train/sample-011003.mp3,female,the two men hurried back and found the cylinder still lying in the same position,80,5.544
cv-valid-train/sample-011069.mp3,female,they were tribesmen dressed in blue with black rings surrounding their turbans,78,5.4
cv-valid-train/sample-011236.mp3,female,to continue his search for the treasure meant that he had to abandon fatima,75,5.304
cv-valid-train/sample-011265.mp3,female,because i've always heard about them the boy answered saying nothing about his dream,84,5.424
cv-valid-train/sample-011700.mp3,female,the alchemist followed as the boy's horse ran for almost half an hour,69,4.968
cv-valid-train/sample-011755.mp3,female,on the seventh day the alchemist decided to make camp earlier than usual,72,5.064
cv-valid-train/sample-011902.mp3,female,some of those who saw its flight say it travelled with a hissing sound,70,5.52
cv-valid-train/sample-011910.mp3,female,i'm trying to explain to my mother how to get pictures off her phone,68,4.944
cv-valid-train/sample-012127.mp3,female,hundreds of observers saw the flame that night and the night after,66,5.904
cv-valid-train/sample-012146.mp3,female,i'm not going very far the alchemist answered looking straight into the eyes of the horsemen,92,5.76
cv-valid-train/sample-012166.mp3,female,he paid for the wool and asked the shepherd to come back the following year,75,5.352
cv-valid-train/sample-012252.mp3,female,and the names of the people involved were very difficult to pronounce,69,5.304
cv-valid-train/sample-012317.mp3,female,they were fascinating stories each of them lived out his destiny to the end,75,5.832
cv-valid-train/sample-012497.mp3,female,because you'll know its dreams and wishes and will know how to deal with them,77,5.664
cv-valid-train/sample-012533.mp3,female,air was either entering or escaping at the rim with a thin sizzling sound,73,5.472
cv-valid-train/sample-012560.mp3,female,'m all about those invisible cosmic connections that transcend time and distance,80,5.352
cv-valid-train/sample-012697.mp3,female,once you get into the desert there's no going back said the camel driver,72,5.544
cv-valid-train/sample-012723.mp3,female,the loafers and golf caddies were used to hanging out near the railway station,78,5.184
cv-valid-train/sample-013038.mp3,female,down below in the darkness were hundreds of people sleeping in peace,68,5.424
cv-valid-train/sample-013176.mp3,female,the alchemist dismounted and told the escorts they could return to the camp,75,5.184
cv-valid-train/sample-013334.mp3,female,this is what was written on the emerald tablet said the alchemist when he had finished,86,5.496
cv-valid-train/sample-013406.mp3,female,it was something that i thought could happen only to others never to me,71,5.256
cv-valid-train/sample-013454.mp3,female,the thought was so dreadful to him that he forgot about the heat and went forward,81,5.304
cv-valid-train/sample-013531.mp3,female,you have helped me the man continued to prepare his tea saying nothing,70,5.04
cv-valid-train/sample-013647.mp3,female,what is the benefit of the method in terms of identification accuracy,69,4.944
cv-valid-train/sample-013874.mp3,female,neighbors moved away and there remained only a few small shops on the hill,74,5.448
cv-valid-train/sample-013933.mp3,female,with the girl with the raven hair his days would never be the same again,72,5.496
cv-valid-train/sample-013953.mp3,female,a friend had told the boy about the shop and he had taken his sheep there,73,5.16
cv-valid-train/sample-014116.mp3,female,something bright reflected from his chest with such intensity that the boy was momentarily blinded,98,5.664
cv-valid-train/sample-014611.mp3,female,looking around he sought his sheep and then realized that he was in a new world,79,5.4
cv-valid-train/sample-014660.mp3,female,he needed someone to talk to so as to avoid thinking about the possibility of war,81,5.544
cv-valid-train/sample-014710.mp3,female,they blow across the world without a birthplace and with no place to die,72,5.784
cv-valid-train/sample-014850.mp3,female,epilepsy is a condition which sends the sufferer into uncontrollable convulsions,80,5.976
cv-valid-train/sample-015037.mp3,female,given only the public key it is very hard to compute the private one,68,5.232
cv-valid-train/sample-015081.mp3,female,he also tried to remember some good stories to relate as he sheared the sheep,77,5.16
cv-valid-train/sample-015123.mp3,female,two days ago you said that i had never dreamed of travel the merchant answered,78,5.688
cv-valid-train/sample-015209.mp3,female,it seemed to him that it fell to earth about one hundred miles east of here,75,5.208
cv-valid-train/sample-015368.mp3,female,so he began to wander through the city and found himself at the gates,69,5.112
cv-valid-train/sample-015411.mp3,female,what are they doing the old man asked pointing at the people in the plaza,73,4.92
cv-valid-train/sample-015589.mp3,female,don't give in to your fears said the alchemist in a strangely gentle voice,74,5.136
cv-valid-train/sample-015603.mp3,female,down below in the darkness were hundreds of people sleeping in peace,68,5.328
cv-valid-train/sample-015629.mp3,female,you'll use your knowledge for the welfare of the oasis and its inhabitants,74,5.952
cv-valid-train/sample-016111.mp3,female,and the sand and gravel had been flung violently in every direction,67,5.304
cv-valid-train/sample-016175.mp3,female,why the shots stopped after the tenth no one on earth has tried to explain,74,5.136
cv-valid-train/sample-016193.mp3,female,you should see the other guy specifically how good at fighting he is,68,5.472
cv-valid-train/sample-016291.mp3,female,he heard a muffled grating sound and saw the black mark jerk forward an inch or so,82,5.4
cv-valid-train/sample-016306.mp3,female,a gorilla had stepped into the trap and was now transported to the zoo,70,5.064
cv-valid-train/sample-016359.mp3,female,but those who know about such things would know that those are urim and thummim,79,5.544
cv-valid-train/sample-016396.mp3,female,arabs often appeared in the city shopping and chanting their strange prayers several times a day,96,5.904
cv-valid-train/sample-016446.mp3,female,it was as if it quivered but really this was the telescope vibrating,68,5.976
cv-valid-train/sample-016577.mp3,female,their faces were covered with the blue cloths and their eyes showed fear,72,5.544
cv-valid-train/sample-016683.mp3,female,why the shots stopped after the tenth no one on earth has tried to explain,74,5.328
cv-valid-train/sample-016788.mp3,female,then you taught me something of the universal language and the soul of the world,80,5.496
cv-valid-train/sample-016823.mp3,female,the shop folks were taking down their shutters and people were opening their bedroom windows,92,5.64
cv-valid-train/sample-017058.mp3,female,the englishman prodded him and the boy asked her about the man who cured people's illnesses,91,5.904
cv-valid-train/sample-017082.mp3,female,they were fascinating stories each of them lived out his destiny to the end,75,5.928
cv-valid-train/sample-017174.mp3,female,if you can concentrate always on the present you'll be a happy man,66,5.064
cv-valid-train/sample-017231.mp3,female,at that time it was quite clear in my own mind that the thing had come from the planet mars,91,5.304
cv-valid-train/sample-017254.mp3,female,he had come to the town only to find a woman who could interpret his dream,74,5.064
cv-valid-train/sample-017519.mp3,female,he became friendly with the camel driver who traveled alongside him,67,5.4
cv-valid-train/sample-017603.mp3,female,he paid for the wool and asked the shepherd to come back the following year,75,4.944
cv-valid-train/sample-017680.mp3,female,their faces were covered with the blue cloths and their eyes showed fear,72,5.304
cv-valid-train/sample-017700.mp3,female,the drivers carried the freight themselves over such treacherous footing and then reloaded the camels,101,5.304
cv-valid-train/sample-017774.mp3,female,why the shots stopped after the tenth no one on earth has tried to explain,74,5.256
cv-valid-train/sample-017806.mp3,female,i learned how to care for sheep and i haven't forgotten how that's done,71,5.376
cv-valid-train/sample-017983.mp3,female,the alchemist followed as the boy's horse ran for almost half an hour,69,5.136
cv-valid-train/sample-018095.mp3,female,he approached the mass and was surprised at the size and the shape,66,4.944
cv-valid-train/sample-018113.mp3,female,he stood irresolute for a moment and then scrambled out of the pit,66,5.136
cv-valid-train/sample-018336.mp3,female,i don't like people to do that because the sheep are afraid of strangers,72,5.784
cv-valid-train/sample-018376.mp3,female,at that time it was quite clear in my own mind that the thing had come from the planet mars,91,5.976
cv-valid-train/sample-018401.mp3,female,he dressed in his arabian clothing of white linen bought especially for this day,80,5.424
cv-valid-train/sample-018621.mp3,female,every image processing software contains automatic contrast and color enhancement,81,5.016
cv-valid-train/sample-018670.mp3,female,the boy recalled the brilliance he had noticed on the previous day,66,5.352
cv-valid-train/sample-018678.mp3,female,he didn't want his hand to begin trembling showing the old woman that he was fearful,84,5.616
cv-valid-train/sample-018978.mp3,female,i wonder whether we will be able to harvest energy from fusion reactors,71,5.112
cv-valid-train/sample-019021.mp3,female,there were lights in the upper windows of the houses when the people went to bed,80,5.28
cv-valid-train/sample-019046.mp3,female,the shop was busy and the man asked the shepherd to wait until the afternoon,76,5.064
cv-valid-train/sample-019120.mp3,female,the boy continued to listen to his heart as they crossed the desert,67,5.304
cv-valid-train/sample-019295.mp3,female,he paused for a moment to see if the woman knew what the egyptian pyramids were,79,5.976
cv-valid-train/sample-019309.mp3,female,i don't want to change anything because i don't know how to deal with change,76,5.904
cv-valid-train/sample-019496.mp3,female,he came to understand its dodges and tricks and to accept it as it was,70,5.856
cv-valid-train/sample-019715.mp3,female,there were raised voicesand some sort of struggle appeared to be going on ,74,4.944
cv-valid-train/sample-019786.mp3,female,you'll watch them as they grow demonstrating how the world is always changing,77,5.304
cv-valid-train/sample-019796.mp3,female,they were tribesmen dressed in blue with black rings surrounding their turbans,78,5.736
cv-valid-train/sample-019877.mp3,female,the book that most interested the boy told the stories of the famous alchemists,79,5.76
cv-valid-train/sample-019986.mp3,female,he thought that with some patience he'd be able to transform everything into gold,81,5.304
cv-valid-train/sample-020045.mp3,female,hundreds of observers saw the flame that night and the night after,66,5.448
cv-valid-train/sample-020357.mp3,female,i thought about whether we should find coins and models in it and so on,71,4.968
cv-valid-train/sample-020494.mp3,female,it may be the gases of the firing that caused the martians inconvenience,72,6.0
cv-valid-train/sample-020551.mp3,female,the guy thought he was a lunatic at large and made an unsuccessful attempt to stop him,86,5.16
cv-valid-train/sample-020605.mp3,female,i'm an alchemist simply because i'm an alchemist he said as he prepared the meal,80,5.496
cv-valid-train/sample-020868.mp3,female,the two men hurried back and found the cylinder still lying in the same position,80,5.592
cv-valid-train/sample-020911.mp3,female,given only the public key it is very hard to compute the private one,68,5.352
cv-valid-train/sample-020912.mp3,female,you should see the other guy specifically how good at fighting he is,68,5.424
cv-valid-train/sample-020942.mp3,female,the text implies that method handles scaling rotation and translation,69,5.424
cv-valid-train/sample-021144.mp3,female,you have told me about your dreams about the old king and your treasure,71,5.448
cv-valid-train/sample-021145.mp3,female,the thought was so dreadful to him that he forgot about the heat and went forward,81,5.544
cv-valid-train/sample-021175.mp3,female,but there they saw a crystal shop that offered refreshing mint tea,66,5.376
cv-valid-train/sample-021315.mp3,female,dusk was falling as the boy arrived with his herd at an abandoned church,72,5.28
cv-valid-train/sample-021374.mp3,female,it's true that everything has its destiny but one day that destiny will be realized,83,4.968
cv-valid-train/sample-021504.mp3,female,i didn't know shepherds knew how to read said a girl's voice behind him,71,5.424
cv-valid-train/sample-021581.mp3,female,but i was also stumbling because i couldnt look away from these things,70,5.544
cv-valid-train/sample-021659.mp3,female,it was as if it quivered but really this was the telescope vibrating,68,5.88
cv-valid-train/sample-021677.mp3,female,well what good would it be to you if you had t die the alchemist answered,73,5.232
cv-valid-train/sample-021832.mp3,female,and seizing the boy's bag the alchemist gave the gold coins to the chief,72,5.904
cv-valid-train/sample-021890.mp3,female,it was no more exciting than an overturned carriage or a tree blown across the road,83,5.784
cv-valid-train/sample-021952.mp3,female,one of them reminded me of her so i messaged the artist and bought it for her,77,5.736
cv-valid-train/sample-021956.mp3,female,the newspaper articles had prepared everyone for the reception of the idea,74,5.976
cv-valid-train/sample-021959.mp3,female,i understand sheep they're no longer a problem and they can be good friends,75,5.928
cv-valid-train/sample-022055.mp3,female,arabs often appeared in the city shopping and chanting their strange prayers several times a day,96,5.4
cv-valid-train/sample-022115.mp3,female,the shop folks were taking down their shutters and people were opening their bedroom windows,92,5.64
cv-valid-train/sample-022210.mp3,female,i was frightened by a presence in my house that whispered terrible things,73,5.184
cv-valid-train/sample-022313.mp3,female,they were people of the desert and clamored to hear his stories about the great cities,86,5.064
cv-valid-train/sample-022529.mp3,female,if good things are coming they will be a pleasant surprise said the seer,72,5.256
cv-valid-train/sample-022651.mp3,female,some men were smoking from a gigantic pipe that they passed from one to the other,81,5.064
cv-valid-train/sample-022870.mp3,female,throughout the night the boy dug at the place he had chosen but found nothing,77,5.976
cv-valid-train/sample-023178.mp3,female,they began to ride out over the sands with the moon lighting their way,70,5.784
cv-valid-train/sample-023364.mp3,female,as the englishman left fatima arrived and filled her vessel with water,70,4.944
cv-valid-train/sample-023418.mp3,female,but i found it difficult to get to work because of the investigations,69,6.0
cv-valid-train/sample-023602.mp3,female,henderson went into the railway station to telegraph the news to london,71,5.688
cv-valid-train/sample-023603.mp3,female,he had used the two stones only once one morning when he was at a marketplace,77,5.424
cv-valid-train/sample-023607.mp3,female,their horses cried out and all their weapons were filled with sand,66,5.304
cv-valid-train/sample-023724.mp3,female,they blow across the world without a birthplace and with no place to die,72,5.064
cv-valid-train/sample-023810.mp3,female,my wife pointed out to me the brightness of the red green and yellow signal lights,82,5.76
cv-valid-train/sample-023914.mp3,female,the lead had dried into the shape of the pan but it was no longer lead,70,5.856
cv-valid-train/sample-024159.mp3,female,not related to coding but handsfree coders need to have some fun too,68,5.184
cv-valid-train/sample-024387.mp3,female,it was no more exciting than an overturned carriage or a tree blown across the road,83,5.856
cv-valid-train/sample-024459.mp3,female,the merchants were assembling their stalls and the boy helped a candy seller to do his,86,5.448
cv-valid-train/sample-024601.mp3,female,the thought was so dreadful to him that he forgot about the heat and went forward,81,5.832
cv-valid-train/sample-024633.mp3,female,he wants me to write down only things that i think about but not things i plan to do,84,5.184
cv-valid-train/sample-024855.mp3,female,a large piece suddenly came off and fell with a loud and sharp noise,68,5.904
cv-valid-train/sample-024896.mp3,female,i'll work all night until dawn and i'll clean every piece of crystal in your shop,81,4.992
cv-valid-train/sample-025092.mp3,female,down below in the darkness were hundreds of people sleeping in peace,68,5.424
cv-valid-train/sample-025450.mp3,female,from the railway station in the distance came the sound of trains ringing and rumbling,86,5.856
cv-valid-train/sample-025621.mp3,female,what had been next to him five minutes ago was now at the other side,68,5.784
cv-valid-train/sample-025689.mp3,female,and the alchemist understood that the boy's heart had returned to the soul of the world,87,5.304
cv-valid-train/sample-025749.mp3,female,when the simum ceased to blow everyone looked to the place where the boy had been,81,5.856
cv-valid-train/sample-025863.mp3,female,the newspaper articles had prepared everyone for the reception of the idea,74,5.424
cv-valid-train/sample-026282.mp3,female,there were raised voicesand some sort of struggle appeared to be going on ,74,5.424
cv-valid-train/sample-026390.mp3,female,what had been next to him five minutes ago was now at the other side,68,5.424
cv-valid-train/sample-026493.mp3,female,before him was an enormous white horse rearing over him with a frightening scream,81,5.568
cv-valid-train/sample-026602.mp3,female,there were lights in the upper windows of the houses when the people went to bed,80,5.304
cv-valid-train/sample-027889.mp3,female,the thought was so dreadful to him that he forgot about the heat and went forward,81,5.976
cv-valid-train/sample-028054.mp3,female,hires two personal trainers and make one of them train the other one,68,5.544
cv-valid-train/sample-028114.mp3,female,the war continued and at times the wind carried the sweet sickly smell of blood,79,5.376
cv-valid-train/sample-028208.mp3,female,meanwhile the old man persisted in his attempt to strike up a conversation,74,5.256
cv-valid-train/sample-028304.mp3,female,the boy could certainly resist causing that kind of anxiety for the baker,73,5.184
cv-valid-train/sample-028439.mp3,female,and seizing the boy's bag the alchemist gave the gold coins to the chief,72,5.904
cv-valid-train/sample-028528.mp3,female,given only the public key it is very hard to compute the private one,68,5.664
cv-valid-train/sample-028560.mp3,female,i would have won the junior olympics if not for those medaling kids,67,5.4
cv-valid-train/sample-028632.mp3,female,the end of the cylinder was still as ogilvy and henderson had left it,69,4.992
cv-valid-train/sample-028926.mp3,female,there were really i think two or three hundred people elbowing one another,74,5.952
cv-valid-train/sample-028953.mp3,female,he dressed in his arabian clothing of white linen bought especially for this day,80,4.944
cv-valid-train/sample-028968.mp3,female,they shouted consolation and promises and went off back to the town again to get help,85,5.904
cv-valid-train/sample-028990.mp3,female,he followed the movement of the birds trying to read something into it,70,5.088
cv-valid-train/sample-029150.mp3,female,a comet came within miles of the earth it almost obliterated the moon,69,5.688
cv-valid-train/sample-029367.mp3,female,i found a little crowd of about twenty people surrounding the huge hole,71,5.16
cv-valid-train/sample-029470.mp3,female,he also tried to remember some good stories to relate as he sheared the sheep,77,5.784
cv-valid-train/sample-029525.mp3,female,then go ahead and bind these functions to voice commands and try them out,73,5.544
cv-valid-train/sample-029676.mp3,female,i just don't trust anyone who says they've never had hamburger helper,69,5.832
cv-valid-train/sample-029741.mp3,female,the loafers and golf caddies were used to hanging out near the railway station,78,5.064
cv-valid-train/sample-029821.mp3,female,the trade union was negotiating higher loans with the other stakeholders,72,5.616
cv-valid-train/sample-029999.mp3,female,my impression after reading the article is that you are going to make the dataset public,88,5.376
cv-valid-train/sample-030014.mp3,female,when he emerged it was with a young arab dressed in white and gold,66,5.832
cv-valid-train/sample-030170.mp3,female,coming home a party of tourists passed us singing and playing music,67,5.784
cv-valid-train/sample-030642.mp3,female,the camel driver was seated at the base of a palm tree observing the sunset,75,5.856
cv-valid-train/sample-030653.mp3,female,it spread through the planet's atmosphere and obscured its more familiar features,81,4.944
cv-valid-train/sample-030826.mp3,female,hundreds of observers saw the flame that night and the night after,66,5.16
cv-valid-train/sample-030850.mp3,female,they were surrounded by children curious to look at the animals and people that were arriving,93,5.424
cv-valid-train/sample-030903.mp3,female,when he saw henderson in his garden he called over the fence and made himself understood,88,5.064
cv-valid-train/sample-030945.mp3,female,gypsies are experts at getting people to do that sighed the old man,67,5.664
cv-valid-train/sample-031004.mp3,female,but that's why you created the game in the first place the boy answered,71,5.64
cv-valid-train/sample-031175.mp3,female,henderson went into the railway station to telegraph the news to london,71,5.544
cv-valid-train/sample-031242.mp3,female,it may be the gases of the firing that caused the martians inconvenience,72,5.832
cv-valid-train/sample-031317.mp3,female,the problem is that they don't even realize that they're walking a new road every day,85,5.952
cv-valid-train/sample-031925.mp3,female,the two men hurried back and found the cylinder still lying in the same position,80,5.712
cv-valid-train/sample-032192.mp3,female,that first day everyone slept from exhaustion including the englishman,70,4.944
cv-valid-train/sample-032480.mp3,female,you'll watch them as they grow demonstrating how the world is always changing,77,5.28
cv-valid-train/sample-032483.mp3,female,they blow across the world without a birthplace and with no place to die,72,5.184
cv-valid-train/sample-032684.mp3,female,the animals were exhausted and the men talked among themselves less and less,76,5.616
cv-valid-train/sample-032713.mp3,female,servants came and went with silver trays laden with spices and tea,66,5.424
cv-valid-train/sample-033049.mp3,female,the boy took them to the cliff where he had been on the previous day,68,5.568
cv-valid-train/sample-033077.mp3,female,it spread through the planet's atmosphere and obscured its more familiar features,81,5.208
cv-valid-train/sample-033082.mp3,female,after writing a bug report one should regularly check if someone responded,74,5.064
cv-valid-train/sample-033102.mp3,female,a card hanging in the doorway announced that several languages were spoken in the shop,86,5.352
cv-valid-train/sample-033208.mp3,female,the flock of flamingos landed gracefully on their awkward looking legs,70,5.064
cv-valid-train/sample-033269.mp3,female,he came to understand its dodges and tricks and to accept it as it was,70,5.28
cv-valid-train/sample-033407.mp3,female,the thought was so dreadful to him that he forgot about the heat and went forward,81,5.304
cv-valid-train/sample-033424.mp3,female,because i've always heard about them the boy answered saying nothing about his dream,84,5.304
cv-valid-train/sample-033499.mp3,female,he almost began to tell about his treasure but decided not to do so,67,5.184
cv-valid-train/sample-033514.mp3,female,what kind of blow should one deliver next in order to remain alive,66,5.088
cv-valid-train/sample-033711.mp3,female,there were raised voicesand some sort of struggle appeared to be going on ,74,5.592
cv-valid-train/sample-033746.mp3,female,then he dropped his spade picked up his jacket and came out into the road,73,5.328
cv-valid-train/sample-033890.mp3,female,about eleven i walked back to my home in maybury because nothing seemed to be happening,87,5.496
cv-valid-train/sample-033953.mp3,female,henderson went into the railway station to telegraph the news to london,71,5.64
cv-valid-train/sample-033999.mp3,female,but i found it difficult to get to work because of the investigations,69,5.544
cv-valid-train/sample-034043.mp3,female,i know good crystal from bad and everything else there is to know about crystal,79,5.064
cv-valid-train/sample-034053.mp3,female,it was no more exciting than an overturned carriage or a tree blown across the road,83,5.544
cv-valid-train/sample-034288.mp3,female,i found a little crowd of about twenty people surrounding the huge hole,71,4.92
cv-valid-train/sample-034338.mp3,female,the shop folks were taking down their shutters and people were opening their bedroom windows,92,5.904
cv-valid-train/sample-034340.mp3,female,there were raised voicesand some sort of struggle appeared to be going on ,74,4.992
cv-valid-train/sample-034420.mp3,female,the boy was trying to understand the truth of what the old man had said,71,5.472
cv-valid-train/sample-034442.mp3,female,the gods should not have desires because they don't have destinies,66,5.784
cv-valid-train/sample-034478.mp3,female,we don't know when the war will end so we can't continue our journey he said,76,5.856
cv-valid-train/sample-034722.mp3,female,there were raised voicesand some sort of struggle appeared to be going on ,74,5.376
cv-valid-train/sample-034802.mp3,female,why the shots stopped after the tenth no one on earth has tried to explain,74,5.328
cv-valid-train/sample-035371.mp3,female,i have no information about troops or about the movement of the tribes,70,4.944
cv-valid-train/sample-035421.mp3,female,the boy had noticed that the englishman was irritable and missed his books,74,5.4
cv-valid-train/sample-035449.mp3,female,because i've always heard about them the boy answered saying nothing about his dream,84,5.664
cv-valid-train/sample-035640.mp3,female,for at that time it had not occurred to him that it might be hollow,67,5.736
